,sentence,sector
585,"In order to promote balanced regional development and enhance rural economy, four Industrial Parks will be developed and established at Bondeyma in Mongar, Dhandhum in Samtse, Motanga in Samdrup Jongkhar and Jigmeling in Sarpang.",7
586,"Further, the development and management of industrial parks in Jigmeling and Dhamdum would be pursued through PPP model and additional infrastructures in existing parks would be developed",7
587,"•	Development of Cottage & Small Industries (CSIs) in Bhutan: The growth of CSIs are essential for poverty alleviation, employment generation and sustainable economic development of our country.",7
588,"In accordance with the MSME Policy 2012, the development of CSIs will be promoted through six broad objectives:",7
589,1.,7
590,Strengthen the policy environment and institutional framework,7
591,2.,7
592,Strengthen the legislative framework and enterprise environment,7
593,3.,7
594,Facilitate access to finance and incentives,7
595,4.,7
596,Enhance competitiveness and innovation,7
597,5.,7
598,Enhance employment and develop a culture of entrepreneurship,7
599,6.,7
600,Improve market access,7
601,"•	Geological Mapping, Mineral Exploration and Sustainable Mineral Development: The demand for industrial minerals and construction materials will increase rapidly over the next few decades and therefore, the mineral sector will continue to play an important role in Bhutan's socio-economic development.",7
602,The department will prioritize the target areas for mineral investigation and construction materials study.,7
603,"For ensuring mineral development, the Department will further strengthen both technical and human capacity of the government and private sector.",7
604,Scientific mining will be ensured through improvement of the regulatory framework and strengthening its implementation.,7
605,"•	Geo-scientific Studies and Risk Assessment of Geo-hazards: Bhutan is highly vulnerable to all forms of geo-hazards such as GLOFs, earthquake, landslides and flash floods owing to the fragile geology, active tectonics and climate change.",7
606,Comprehensive geo-scientific studies and geo-hazard risk assessment is needed to address the threat posed by these geo-hazards.,7
607,An earthquake monitoring network has already been initiated.,7
608,"The Eleventh Plan will focus on strengthening this initiative, including through the strengthening of human and institutional capacity to undertake studies and risk assessments.",7
609,The geophysical investigation of potential groundwater reserves will be carried out.,7
610,The validation of potentially dangerous lakes in the northern frontiers of Bhutan Himalayas will be carried out annually.,7
611,Programme details are presented in Eleventh Plan Volume II document.,7
612,"Hydropower, Renewable Energy and Hydromet Sector",8
613,The energy sector is the lynchpin of our economy and accounts for about 18 percent of total revenues and about 20 percent of GDP.,8
614,"Bhutan has an estimated hydropower potential of 23,760 MW with a mean annual energy production capability close to 100,000 GWh. At present, the installed hydropower capacity is 1,488 MW, about 5 percent of the total potential.",8
615,"The main thrust area for the Energy sector in the Eleventh Plan is ""Energy Security for Sustainable Development"".",8
616,5.8.1  Current Situation,8
617,"Currently, construction of 1,020 MW Punatsangchhu I Hydroelectric Project, 1,000 MW Punatsangchhu II and 720 MW Mangdechhu Hydroelectric Projects are ongoing.",8
618,All three projects are scheduled to be completed by 2017-18.,8
619,"The other projects, to achieve 10,000 MW hydroelectricity generations by 2020, are planned to start construction during the current Plan period.",8
620,The construction period ranges from 8-9 years.,8
621,"To ensure electricity for all and for inclusive growth, the government has actively pursued rural electrification since the Sixth Plan (1988-1993).",8
622,"Till date 82,270 households have been electrified out of the total of 88,642 households in the country resulting in overall electrification coverage of 92.82 percent.",8
623,"Besides mega hydroelectricity plants, the installed capacity from renewable energy technologies is about 8,152 kW (solar PV contributing 152 kW and from small hydro projects 8,000 kW).",8
